epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3099.73,1.03218,0.82042,1.10982,0.88867,0.88408,0.90032,0.62585,1.19621,0.83874,1.21623,0.008218,0.008218,0.008218
182,3115.55,1.0299,0.80436,1.11828,0.88954,0.87341,0.91094,0.62267,1.24953,0.8397,1.26334,0.0082081,0.0082081,0.0082081
183,3131.82,1.02289,0.81265,1.12265,0.91863,0.86994,0.91871,0.63292,1.18299,0.79238,1.22455,0.0081982,0.0081982,0.0081982
184,3149.95,1.03524,0.82589,1.12327,0.83721,0.79823,0.85028,0.55121,1.35272,0.99139,1.33208,0.0081883,0.0081883,0.0081883
185,3168.6,1.02786,0.80814,1.11364,0.85198,0.8173,0.87412,0.5831,1.29036,0.87855,1.31009,0.0081784,0.0081784,0.0081784
186,3184.22,1.02995,0.80495,1.12226,0.88291,0.86126,0.90422,0.62351,1.19916,0.78394,1.22649,0.0081685,0.0081685,0.0081685
187,3201.5,1.03459,0.80768,1.11667,0.90484,0.86247,0.90363,0.63104,1.166,0.79954,1.2089,0.0081586,0.0081586,0.0081586
188,3219.46,1.00755,0.78463,1.10834,0.91069,0.87814,0.91563,0.64076,1.15688,0.75193,1.1815,0.0081487,0.0081487,0.0081487
189,3239.73,1.01705,0.80053,1.11266,0.89794,0.87166,0.90669,0.63679,1.18504,0.79842,1.22195,0.0081388,0.0081388,0.0081388
190,3257.24,1.01978,0.78877,1.11548,0.87831,0.83223,0.895,0.60451,1.25285,0.85547,1.25935,0.0081289,0.0081289,0.0081289
191,3273.6,1.02353,0.80638,1.11758,0.89103,0.81223,0.86557,0.58573,1.2913,0.9334,1.28799,0.008119,0.008119,0.008119
192,3292.79,1.01701,0.80122,1.10849,0.87946,0.81432,0.8727,0.5914,1.30167,0.88832,1.29356,0.0081091,0.0081091,0.0081091
193,3312.9,1.02327,0.80292,1.11099,0.90675,0.89261,0.92273,0.65083,1.15752,0.75637,1.19261,0.0080992,0.0080992,0.0080992
194,3330.28,1.0247,0.79274,1.11987,0.90957,0.87429,0.90529,0.64707,1.15447,0.7763,1.19838,0.0080893,0.0080893,0.0080893
195,3345.9,1.01994,0.80125,1.10866,0.91133,0.86255,0.90882,0.63208,1.17077,0.80544,1.21622,0.0080794,0.0080794,0.0080794
196,3365.62,1.01726,0.79007,1.11582,0.90053,0.86921,0.91047,0.63824,1.164,0.78599,1.20341,0.0080695,0.0080695,0.0080695
197,3382.22,1.01419,0.78082,1.10909,0.88798,0.8479,0.89494,0.63641,1.1687,0.80959,1.20666,0.0080596,0.0080596,0.0080596
198,3400.85,1.01051,0.77901,1.10409,0.87931,0.87134,0.90167,0.63852,1.18451,0.80755,1.23586,0.0080497,0.0080497,0.0080497
199,3418.69,1.00652,0.79296,1.11271,0.87806,0.85958,0.89276,0.61894,1.20243,0.85264,1.23312,0.0080398,0.0080398,0.0080398
200,3435.93,1.00956,0.77913,1.10842,0.88513,0.84923,0.8962,0.61088,1.26206,0.85826,1.2705,0.0080299,0.0080299,0.0080299
201,3452.33,1.01474,0.76701,1.10136,0.89529,0.8562,0.90352,0.63722,1.18986,0.83758,1.22457,0.00802,0.00802,0.00802
202,3470.39,1.01315,0.78181,1.10346,0.91134,0.87287,0.91782,0.64758,1.15571,0.79112,1.20585,0.0080101,0.0080101,0.0080101
203,3486,1.01173,0.78387,1.11133,0.8538,0.82099,0.88143,0.58886,1.28022,0.91119,1.2697,0.0080002,0.0080002,0.0080002
204,3501.57,1.01582,0.79013,1.10786,0.86854,0.81314,0.86107,0.58648,1.27683,0.97488,1.2674,0.0079903,0.0079903,0.0079903
205,3517.17,1.0063,0.77778,1.09481,0.90836,0.86907,0.9146,0.64072,1.2056,0.78518,1.23521,0.0079804,0.0079804,0.0079804
206,3532.92,1.01499,0.78312,1.10994,0.87333,0.84115,0.88806,0.60929,1.25911,0.85236,1.27134,0.0079705,0.0079705,0.0079705
207,3548.54,0.99316,0.76621,1.0962,0.88558,0.87967,0.90371,0.61718,1.20173,0.83251,1.23134,0.0079606,0.0079606,0.0079606
208,3564.3,0.99568,0.77802,1.10054,0.89556,0.90623,0.92224,0.64525,1.13094,0.76834,1.18955,0.0079507,0.0079507,0.0079507
209,3579.88,0.99644,0.77215,1.10332,0.87617,0.85966,0.90279,0.62421,1.22583,0.8217,1.24837,0.0079408,0.0079408,0.0079408
210,3595.56,0.99932,0.77053,1.10203,0.91138,0.88474,0.92131,0.64318,1.17466,0.77887,1.19435,0.0079309,0.0079309,0.0079309
211,3611.25,0.99412,0.76473,1.10549,0.90417,0.87402,0.91329,0.63471,1.20138,0.79231,1.20591,0.007921,0.007921,0.007921
212,3626.84,0.98929,0.75226,1.08747,0.89779,0.87906,0.91077,0.62093,1.21267,0.8013,1.22386,0.0079111,0.0079111,0.0079111
213,3642.64,0.99432,0.76664,1.09705,0.91033,0.87464,0.91769,0.6281,1.17855,0.79046,1.21152,0.0079012,0.0079012,0.0079012
214,3658.24,0.99739,0.77463,1.10489,0.91706,0.86522,0.90629,0.62734,1.19288,0.80652,1.22325,0.0078913,0.0078913,0.0078913
215,3673.85,1.00629,0.76873,1.10312,0.89589,0.89274,0.91583,0.65366,1.15235,0.76211,1.18888,0.0078814,0.0078814,0.0078814
216,3689.46,1.00517,0.78865,1.10253,0.89836,0.87818,0.92254,0.64835,1.15381,0.76922,1.18657,0.0078715,0.0078715,0.0078715
217,3704.96,1.00289,0.77966,1.09862,0.88815,0.87572,0.91209,0.64372,1.19267,0.79033,1.21764,0.0078616,0.0078616,0.0078616
218,3720.47,0.99773,0.76445,1.09394,0.89301,0.86816,0.90241,0.63073,1.19059,0.80095,1.21789,0.0078517,0.0078517,0.0078517
219,3736.22,0.99083,0.75424,1.09544,0.89152,0.87186,0.90333,0.62546,1.17891,0.80505,1.20154,0.0078418,0.0078418,0.0078418
220,3751.76,0.99165,0.77174,1.09787,0.89265,0.85195,0.89839,0.62101,1.20975,0.82114,1.22753,0.0078319,0.0078319,0.0078319
221,3767.37,0.97211,0.74355,1.08048,0.91234,0.87126,0.9191,0.64737,1.18166,0.77435,1.22526,0.007822,0.007822,0.007822
222,3783.07,0.98606,0.7535,1.09848,0.86814,0.84313,0.8867,0.60019,1.2429,0.93056,1.2593,0.0078121,0.0078121,0.0078121
223,3800.98,0.99106,0.75658,1.10029,0.87235,0.81387,0.86824,0.59177,1.27707,0.92968,1.27827,0.0078022,0.0078022,0.0078022
224,3816.87,0.99757,0.75058,1.089,0.90057,0.8844,0.9075,0.62666,1.22737,0.80853,1.23848,0.0077923,0.0077923,0.0077923
225,3833.44,0.99182,0.76179,1.09336,0.90794,0.86306,0.91228,0.64649,1.19164,0.79766,1.22294,0.0077824,0.0077824,0.0077824
226,3850.53,0.9951,0.74739,1.09684,0.90706,0.85306,0.90227,0.64207,1.16875,0.7842,1.21366,0.0077725,0.0077725,0.0077725
227,3868.38,1.00369,0.75404,1.09848,0.88693,0.82425,0.88578,0.62397,1.22608,0.84145,1.24587,0.0077626,0.0077626,0.0077626
228,3886.28,0.9801,0.74729,1.09249,0.86484,0.7701,0.84021,0.58637,1.2668,1.0133,1.27806,0.0077527,0.0077527,0.0077527
229,3902.19,0.99588,0.76125,1.09337,0.88803,0.87589,0.91233,0.63563,1.17402,0.76583,1.22126,0.0077428,0.0077428,0.0077428
230,3919.88,0.97759,0.7524,1.08526,0.91854,0.86585,0.90984,0.64074,1.17902,0.7604,1.20576,0.0077329,0.0077329,0.0077329
231,3936.89,0.98572,0.74746,1.08553,0.89197,0.88533,0.90426,0.63124,1.17608,0.80402,1.20238,0.007723,0.007723,0.007723
232,3952.55,0.98212,0.76341,1.08669,0.90231,0.85724,0.9045,0.63208,1.20834,0.83286,1.23977,0.0077131,0.0077131,0.0077131
233,3969.71,0.97679,0.73703,1.08164,0.88434,0.85713,0.89748,0.62537,1.21133,0.82325,1.23723,0.0077032,0.0077032,0.0077032
234,3985.86,0.97751,0.74037,1.08627,0.90828,0.89271,0.92528,0.64999,1.15554,0.7382,1.19912,0.0076933,0.0076933,0.0076933
235,4003.62,0.97071,0.74734,1.08716,0.90642,0.90251,0.92256,0.65952,1.15432,0.73144,1.19764,0.0076834,0.0076834,0.0076834
236,4020.82,0.97558,0.7376,1.08179,0.9178,0.88507,0.91933,0.64837,1.16442,0.77096,1.20838,0.0076735,0.0076735,0.0076735
237,4037.94,0.97089,0.74804,1.08486,0.89447,0.90188,0.91919,0.6544,1.14195,0.75439,1.19718,0.0076636,0.0076636,0.0076636
238,4053.63,0.9597,0.73351,1.08309,0.92923,0.87825,0.9218,0.65558,1.13272,0.76172,1.18246,0.0076537,0.0076537,0.0076537
239,4070.85,0.95875,0.72788,1.08386,0.9119,0.88671,0.92383,0.66084,1.12068,0.76253,1.1695,0.0076438,0.0076438,0.0076438
240,4087.92,0.98048,0.74402,1.08193,0.8917,0.89004,0.91438,0.64118,1.14411,0.7529,1.18717,0.0076339,0.0076339,0.0076339
241,4104.54,0.97084,0.73105,1.08054,0.92613,0.87777,0.91894,0.64367,1.15078,0.76376,1.19678,0.007624,0.007624,0.007624
242,4120.97,0.96395,0.7254,1.07582,0.90914,0.8576,0.91259,0.63564,1.20074,0.79477,1.23338,0.0076141,0.0076141,0.0076141
243,4138.06,0.96729,0.72195,1.08599,0.87625,0.87548,0.90007,0.61969,1.22616,0.82892,1.2511,0.0076042,0.0076042,0.0076042
244,4156.13,0.97655,0.74459,1.0892,0.91856,0.87016,0.90543,0.63682,1.19773,0.79473,1.22615,0.0075943,0.0075943,0.0075943
245,4174.1,0.96899,0.73584,1.08205,0.91135,0.88751,0.91566,0.657,1.1465,0.72843,1.19619,0.0075844,0.0075844,0.0075844
246,4189.85,0.97372,0.74352,1.08349,0.89209,0.87609,0.9038,0.63764,1.17617,0.78028,1.20195,0.0075745,0.0075745,0.0075745
247,4205.44,0.96631,0.73616,1.09215,0.91702,0.86654,0.91178,0.6428,1.16666,0.74936,1.19253,0.0075646,0.0075646,0.0075646
248,4221.82,0.96271,0.7276,1.07963,0.88545,0.84399,0.88341,0.60557,1.25192,0.84864,1.25012,0.0075547,0.0075547,0.0075547
249,4239.99,0.9686,0.73084,1.08035,0.90439,0.90387,0.91671,0.64326,1.16551,0.78518,1.19463,0.0075448,0.0075448,0.0075448
250,4257.04,0.96384,0.73544,1.07818,0.91099,0.89638,0.92166,0.65924,1.11199,0.71325,1.16226,0.0075349,0.0075349,0.0075349
251,4274.85,0.97598,0.72487,1.08575,0.90866,0.87614,0.90482,0.63369,1.17223,0.80023,1.20218,0.007525,0.007525,0.007525
252,4293.64,0.96717,0.71483,1.074,0.91035,0.88468,0.91746,0.63412,1.19236,0.78101,1.21495,0.0075151,0.0075151,0.0075151
253,4309.25,0.97031,0.73698,1.07958,0.91085,0.8802,0.9149,0.64161,1.19203,0.78986,1.22204,0.0075052,0.0075052,0.0075052
254,4326.94,0.97249,0.7295,1.08309,0.89122,0.85598,0.89883,0.62841,1.19313,0.8134,1.22836,0.0074953,0.0074953,0.0074953
255,4344.8,0.9643,0.72447,1.07661,0.89887,0.86828,0.90285,0.63633,1.17914,0.78042,1.21374,0.0074854,0.0074854,0.0074854
256,4362.28,0.94947,0.72446,1.07211,0.88358,0.88296,0.91015,0.63846,1.19218,0.78929,1.22477,0.0074755,0.0074755,0.0074755
257,4377.99,0.96382,0.72914,1.0829,0.92473,0.89004,0.93012,0.66292,1.15601,0.7259,1.19967,0.0074656,0.0074656,0.0074656
258,4395.95,0.95538,0.7243,1.08035,0.91842,0.89148,0.92914,0.6636,1.14594,0.73962,1.18658,0.0074557,0.0074557,0.0074557
259,4411.55,0.96822,0.71866,1.08743,0.89951,0.8818,0.91056,0.64052,1.21198,0.79709,1.24092,0.0074458,0.0074458,0.0074458
260,4429.72,0.97924,0.73127,1.08849,0.91506,0.87513,0.92152,0.6523,1.17589,0.75183,1.22099,0.0074359,0.0074359,0.0074359
261,4445.31,0.96343,0.72888,1.0784,0.91874,0.87438,0.91846,0.6482,1.16837,0.75941,1.20052,0.007426,0.007426,0.007426
262,4461.57,0.95287,0.70669,1.07317,0.89688,0.8518,0.90076,0.63381,1.20188,0.80304,1.23357,0.0074161,0.0074161,0.0074161
263,4479.62,0.96555,0.72009,1.07825,0.89279,0.85683,0.91168,0.6345,1.20618,0.80502,1.2423,0.0074062,0.0074062,0.0074062
264,4495.71,0.94979,0.70694,1.0727,0.91952,0.87762,0.92662,0.65485,1.14382,0.74064,1.19302,0.0073963,0.0073963,0.0073963
265,4512.94,0.93815,0.70368,1.06917,0.93138,0.87655,0.92677,0.6534,1.14902,0.74382,1.20838,0.0073864,0.0073864,0.0073864
266,4529.42,0.93652,0.70468,1.06577,0.91052,0.8931,0.9225,0.65169,1.17059,0.73716,1.21516,0.0073765,0.0073765,0.0073765
267,4546.48,0.95848,0.72731,1.06801,0.91296,0.87664,0.9106,0.64021,1.19798,0.75766,1.23789,0.0073666,0.0073666,0.0073666
268,4562.33,0.9439,0.71458,1.07182,0.88614,0.8816,0.90953,0.63946,1.19439,0.77691,1.22776,0.0073567,0.0073567,0.0073567
269,4579.48,0.95603,0.71032,1.07794,0.92549,0.87522,0.92158,0.65028,1.15608,0.73901,1.20058,0.0073468,0.0073468,0.0073468
270,4596.18,0.95032,0.70211,1.07067,0.91651,0.88728,0.92681,0.66105,1.16744,0.72245,1.20585,0.0073369,0.0073369,0.0073369
271,4613.3,0.94679,0.69482,1.07187,0.91426,0.87956,0.92453,0.65594,1.17788,0.72992,1.20819,0.007327,0.007327,0.007327
272,4630.03,0.94868,0.70017,1.07762,0.91169,0.88401,0.92327,0.65326,1.1888,0.73529,1.21981,0.0073171,0.0073171,0.0073171
273,4645.66,0.95456,0.70971,1.07367,0.92138,0.87279,0.9226,0.6537,1.18731,0.75356,1.21533,0.0073072,0.0073072,0.0073072
274,4663.48,0.9596,0.72309,1.07328,0.92663,0.87397,0.92039,0.65755,1.18143,0.77874,1.21668,0.0072973,0.0072973,0.0072973
275,4681.43,0.95156,0.72393,1.07516,0.92157,0.86103,0.91512,0.64557,1.17565,0.77301,1.22118,0.0072874,0.0072874,0.0072874
276,4697.09,0.94391,0.70195,1.06812,0.91526,0.86006,0.91769,0.64972,1.19464,0.755,1.23636,0.0072775,0.0072775,0.0072775
277,4714.13,0.92492,0.68339,1.0636,0.91066,0.87267,0.91689,0.64558,1.20538,0.77391,1.23473,0.0072676,0.0072676,0.0072676
278,4731.71,0.94176,0.70818,1.06498,0.92373,0.86041,0.91823,0.64736,1.20046,0.77805,1.22877,0.0072577,0.0072577,0.0072577
279,4749.57,0.95123,0.6965,1.06964,0.90222,0.8874,0.91968,0.66471,1.17942,0.76398,1.21691,0.0072478,0.0072478,0.0072478
280,4768.05,0.95447,0.71668,1.07783,0.91024,0.90245,0.92904,0.66988,1.15128,0.73177,1.2019,0.0072379,0.0072379,0.0072379
281,4783.75,0.94473,0.69393,1.06359,0.90628,0.90058,0.9268,0.66377,1.16581,0.7216,1.21476,0.007228,0.007228,0.007228
282,4800.81,0.93854,0.7011,1.0663,0.91764,0.88909,0.92027,0.65559,1.16022,0.72778,1.1995,0.0072181,0.0072181,0.0072181
283,4816.34,0.94503,0.70871,1.06919,0.91052,0.89073,0.92127,0.65258,1.16441,0.73086,1.20203,0.0072082,0.0072082,0.0072082
284,4832.08,0.94931,0.70991,1.07109,0.90919,0.88257,0.91956,0.65381,1.15481,0.72636,1.20495,0.0071983,0.0071983,0.0071983
285,4849.14,0.94966,0.6927,1.06814,0.8965,0.86398,0.90928,0.64091,1.18235,0.77599,1.2111,0.0071884,0.0071884,0.0071884
286,4867.07,0.9307,0.69898,1.0671,0.90239,0.88029,0.91913,0.65924,1.15523,0.73918,1.19524,0.0071785,0.0071785,0.0071785
287,4886.04,0.93985,0.70624,1.0659,0.90211,0.88822,0.91485,0.65357,1.18069,0.75642,1.20844,0.0071686,0.0071686,0.0071686
288,4901.62,0.94283,0.70607,1.06815,0.90594,0.89391,0.92268,0.66095,1.16731,0.73867,1.20201,0.0071587,0.0071587,0.0071587
289,4919.47,0.94216,0.70845,1.06815,0.89899,0.88997,0.92248,0.65469,1.16602,0.74341,1.20612,0.0071488,0.0071488,0.0071488
290,4935.98,0.92826,0.69313,1.05802,0.88954,0.9053,0.92104,0.65662,1.16148,0.74116,1.20653,0.0071389,0.0071389,0.0071389
291,4953.09,0.92799,0.68595,1.06114,0.90759,0.8753,0.91473,0.64956,1.17509,0.75637,1.21864,0.007129,0.007129,0.007129
292,4968.74,0.93159,0.68746,1.06943,0.91913,0.88213,0.92506,0.66774,1.17424,0.73556,1.2168,0.0071191,0.0071191,0.0071191
293,4986.56,0.92329,0.67516,1.05662,0.92308,0.89272,0.92815,0.67552,1.14701,0.71629,1.19798,0.0071092,0.0071092,0.0071092
294,5004.5,0.92961,0.70232,1.06379,0.90542,0.88207,0.91528,0.6674,1.13976,0.73705,1.19159,0.0070993,0.0070993,0.0070993
295,5020.88,0.93017,0.68737,1.05432,0.90551,0.87682,0.91486,0.66294,1.13519,0.73685,1.19492,0.0070894,0.0070894,0.0070894
296,5038.15,0.91804,0.68318,1.05328,0.90666,0.88407,0.9139,0.66593,1.11543,0.71949,1.17289,0.0070795,0.0070795,0.0070795
297,5055.3,0.93124,0.68364,1.06282,0.91637,0.87822,0.9186,0.65236,1.15465,0.72013,1.19418,0.0070696,0.0070696,0.0070696
298,5072.24,0.92493,0.68662,1.05585,0.92479,0.87063,0.91891,0.65475,1.17568,0.72438,1.20774,0.0070597,0.0070597,0.0070597
299,5091.96,0.93865,0.6919,1.06512,0.93123,0.86785,0.91662,0.65636,1.14948,0.73615,1.19456,0.0070498,0.0070498,0.0070498
300,5109.84,0.92713,0.68339,1.05331,0.92233,0.87821,0.91523,0.65485,1.1559,0.743,1.21007,0.0070399,0.0070399,0.0070399
301,5128.78,0.92762,0.68286,1.05949,0.92119,0.87415,0.91424,0.65763,1.16604,0.74423,1.2112,0.00703,0.00703,0.00703
302,5144.5,0.92944,0.69263,1.0593,0.91142,0.87884,0.91526,0.65878,1.1715,0.71812,1.2131,0.0070201,0.0070201,0.0070201
303,5164.53,0.92616,0.68618,1.05651,0.89024,0.85813,0.89632,0.63195,1.18915,0.76872,1.23162,0.0070102,0.0070102,0.0070102
304,5183.31,0.90769,0.65946,1.05052,0.90547,0.85275,0.90542,0.63599,1.18975,0.73587,1.22435,0.0070003,0.0070003,0.0070003
305,5199.19,0.91247,0.68455,1.05316,0.91641,0.88931,0.92005,0.65667,1.14849,0.70119,1.20167,0.0069904,0.0069904,0.0069904
306,5216.33,0.9216,0.67312,1.06288,0.91291,0.89635,0.92513,0.65508,1.14975,0.69107,1.20376,0.0069805,0.0069805,0.0069805
307,5234.27,0.93109,0.68875,1.06572,0.91617,0.87726,0.91926,0.65374,1.16148,0.71148,1.20523,0.0069706,0.0069706,0.0069706
308,5251.8,0.91378,0.6721,1.05476,0.91524,0.85533,0.9027,0.6357,1.21155,0.77665,1.24399,0.0069607,0.0069607,0.0069607
309,5269.6,0.91875,0.67692,1.05915,0.90687,0.86458,0.90269,0.63662,1.19186,0.7913,1.22894,0.0069508,0.0069508,0.0069508
310,5287.96,0.92178,0.68467,1.06237,0.90722,0.87758,0.90791,0.63519,1.20623,0.78276,1.23121,0.0069409,0.0069409,0.0069409
311,5306.72,0.91836,0.67671,1.05435,0.91236,0.86096,0.9073,0.64097,1.19878,0.77964,1.23566,0.006931,0.006931,0.006931
312,5324.44,0.92401,0.68367,1.06291,0.91758,0.87371,0.91405,0.65114,1.17498,0.76019,1.22384,0.0069211,0.0069211,0.0069211
313,5340.99,0.91372,0.6738,1.05095,0.91773,0.8832,0.91072,0.64733,1.16025,0.73704,1.22062,0.0069112,0.0069112,0.0069112
314,5358.55,0.90519,0.66516,1.05791,0.90746,0.88953,0.91417,0.65785,1.14869,0.72139,1.21333,0.0069013,0.0069013,0.0069013
315,5376.61,0.90375,0.67437,1.04821,0.91809,0.8832,0.92005,0.66125,1.14566,0.7148,1.20911,0.0068914,0.0068914,0.0068914
316,5394.77,0.91608,0.67558,1.05305,0.92664,0.88625,0.92838,0.67139,1.13181,0.70338,1.19461,0.0068815,0.0068815,0.0068815
317,5410.5,0.92467,0.67775,1.05683,0.91756,0.89112,0.91814,0.6649,1.13472,0.70263,1.19034,0.0068716,0.0068716,0.0068716
318,5428.25,0.90229,0.67562,1.05513,0.91461,0.87174,0.91314,0.65094,1.17447,0.76085,1.21087,0.0068617,0.0068617,0.0068617
319,5445.9,0.92639,0.67708,1.06201,0.8941,0.89113,0.91473,0.65345,1.17454,0.72998,1.21384,0.0068518,0.0068518,0.0068518
320,5462.99,0.90438,0.67446,1.0446,0.90711,0.89403,0.9196,0.65146,1.15905,0.744,1.20019,0.0068419,0.0068419,0.0068419
321,5481.44,0.90433,0.65777,1.0461,0.9174,0.88435,0.92015,0.65181,1.18978,0.75163,1.22318,0.006832,0.006832,0.006832
322,5497.64,0.89557,0.66385,1.04508,0.91545,0.88083,0.9153,0.64673,1.21431,0.77014,1.24613,0.0068221,0.0068221,0.0068221
323,5513.72,0.90125,0.66784,1.0504,0.91291,0.89578,0.91779,0.65231,1.16705,0.74753,1.20755,0.0068122,0.0068122,0.0068122
324,5531.8,0.89876,0.66907,1.04692,0.92355,0.88602,0.92206,0.65666,1.16202,0.73217,1.20034,0.0068023,0.0068023,0.0068023
325,5547.43,0.90516,0.67131,1.05567,0.91364,0.88567,0.91922,0.65093,1.17907,0.73438,1.2174,0.0067924,0.0067924,0.0067924
326,5565.26,0.9087,0.66873,1.05414,0.91289,0.88222,0.9179,0.64708,1.19105,0.72806,1.2321,0.0067825,0.0067825,0.0067825
327,5581.78,0.90701,0.671,1.05075,0.91833,0.87066,0.91322,0.64922,1.18062,0.73226,1.22499,0.0067726,0.0067726,0.0067726
328,5598.67,0.89825,0.662,1.05447,0.92509,0.88092,0.92566,0.65919,1.17613,0.73011,1.21606,0.0067627,0.0067627,0.0067627
329,5615.33,0.90323,0.66523,1.04414,0.91989,0.86371,0.91341,0.65087,1.19497,0.77347,1.23645,0.0067528,0.0067528,0.0067528
330,5631.86,0.90721,0.66834,1.05575,0.91905,0.88042,0.92058,0.6555,1.17104,0.72918,1.21494,0.0067429,0.0067429,0.0067429
331,5650.71,0.9146,0.66285,1.05515,0.92178,0.89037,0.92362,0.66386,1.16337,0.71329,1.2073,0.006733,0.006733,0.006733
332,5666.34,0.9115,0.66177,1.05144,0.90909,0.89307,0.91856,0.65631,1.16532,0.72021,1.21582,0.0067231,0.0067231,0.0067231
333,5682.81,0.9072,0.65657,1.0478,0.91395,0.89232,0.91778,0.65606,1.16182,0.74308,1.20969,0.0067132,0.0067132,0.0067132
334,5700.98,0.89352,0.65601,1.04437,0.91299,0.87904,0.91952,0.65972,1.1473,0.72641,1.19578,0.0067033,0.0067033,0.0067033
335,5716.61,0.90142,0.65484,1.04823,0.9156,0.88579,0.92476,0.66436,1.1487,0.70749,1.19967,0.0066934,0.0066934,0.0066934
336,5735.36,0.90367,0.6563,1.04954,0.90853,0.89338,0.92593,0.65967,1.15808,0.71263,1.19976,0.0066835,0.0066835,0.0066835
337,5752.39,0.89836,0.65184,1.04723,0.91393,0.9003,0.92887,0.66465,1.17416,0.6983,1.2069,0.0066736,0.0066736,0.0066736
338,5770.89,0.91027,0.6646,1.05288,0.91961,0.90816,0.93059,0.67222,1.15257,0.66955,1.18852,0.0066637,0.0066637,0.0066637
339,5788.8,0.88885,0.65978,1.04284,0.9138,0.9035,0.92709,0.67275,1.14332,0.67629,1.18704,0.0066538,0.0066538,0.0066538
340,5807.32,0.87838,0.64562,1.04484,0.90251,0.89642,0.92336,0.65833,1.16808,0.69952,1.21041,0.0066439,0.0066439,0.0066439
341,5824.52,0.89518,0.65915,1.05024,0.9043,0.88648,0.92195,0.65729,1.18244,0.72301,1.22481,0.006634,0.006634,0.006634
342,5840.14,0.90555,0.65784,1.04615,0.90452,0.8881,0.92206,0.65873,1.1832,0.7102,1.22387,0.0066241,0.0066241,0.0066241
343,5855.72,0.89354,0.65509,1.04874,0.91747,0.8566,0.91801,0.65279,1.18102,0.72056,1.22304,0.0066142,0.0066142,0.0066142
344,5873.92,0.90912,0.65866,1.04674,0.91282,0.89629,0.92519,0.66175,1.15536,0.72593,1.20263,0.0066043,0.0066043,0.0066043
345,5889.58,0.89877,0.64625,1.04205,0.92432,0.87162,0.9201,0.66182,1.17546,0.73731,1.22412,0.0065944,0.0065944,0.0065944
346,5906.82,0.894,0.65335,1.04902,0.90584,0.87523,0.92202,0.66801,1.18297,0.72479,1.22639,0.0065845,0.0065845,0.0065845
347,5923.86,0.90351,0.64968,1.04349,0.90642,0.88837,0.91903,0.66165,1.17742,0.74209,1.22229,0.0065746,0.0065746,0.0065746
348,5941.81,0.88767,0.64159,1.04161,0.90912,0.87948,0.91885,0.66347,1.15049,0.7346,1.19627,0.0065647,0.0065647,0.0065647
349,5960.43,0.90085,0.64748,1.03916,0.92192,0.88074,0.92384,0.67364,1.12978,0.71204,1.18246,0.0065548,0.0065548,0.0065548
350,5976.12,0.88774,0.63921,1.0415,0.91321,0.89237,0.92582,0.66534,1.13643,0.69741,1.18429,0.0065449,0.0065449,0.0065449
351,5991.81,0.88561,0.64958,1.0446,0.91858,0.89033,0.92534,0.66699,1.12795,0.68902,1.17984,0.006535,0.006535,0.006535
352,6008.33,0.87935,0.62935,1.03853,0.9217,0.87052,0.92633,0.6674,1.13711,0.68675,1.18125,0.0065251,0.0065251,0.0065251
353,6026.27,0.87078,0.61954,1.03643,0.92656,0.87615,0.92957,0.67365,1.13394,0.66613,1.1829,0.0065152,0.0065152,0.0065152
354,6043.77,0.90333,0.64255,1.04688,0.93058,0.88417,0.93395,0.67551,1.13019,0.65111,1.18065,0.0065053,0.0065053,0.0065053
355,6059.59,0.88942,0.64882,1.04242,0.89886,0.90965,0.92991,0.66806,1.13858,0.66578,1.1862,0.0064954,0.0064954,0.0064954
356,6078.14,0.87514,0.63929,1.04169,0.8949,0.90269,0.92381,0.66509,1.1508,0.68764,1.19453,0.0064855,0.0064855,0.0064855
357,6095.77,0.88986,0.6414,1.04237,0.89073,0.90528,0.91882,0.66002,1.16815,0.70359,1.2136,0.0064756,0.0064756,0.0064756
358,6113.3,0.89518,0.6603,1.04056,0.9018,0.89143,0.92064,0.6632,1.13768,0.69299,1.19125,0.0064657,0.0064657,0.0064657
359,6129.28,0.90044,0.6595,1.04434,0.92161,0.88162,0.92504,0.66728,1.14825,0.68835,1.20363,0.0064558,0.0064558,0.0064558
360,6147.43,0.88508,0.63964,1.03669,0.91708,0.88468,0.9204,0.66647,1.14984,0.69857,1.19917,0.0064459,0.0064459,0.0064459
361,6163.08,0.87673,0.63636,1.03429,0.90988,0.88336,0.91859,0.65762,1.1589,0.72573,1.20695,0.006436,0.006436,0.006436
362,6180.76,0.89138,0.65588,1.0403,0.9145,0.87658,0.92288,0.66328,1.13328,0.71335,1.19481,0.0064261,0.0064261,0.0064261
363,6199.18,0.86917,0.61911,1.02988,0.90494,0.89294,0.92673,0.67117,1.1133,0.69885,1.18497,0.0064162,0.0064162,0.0064162
364,6216.98,0.8967,0.65283,1.04633,0.92379,0.8838,0.92552,0.6643,1.12729,0.70601,1.19393,0.0064063,0.0064063,0.0064063
365,6232.6,0.88001,0.63941,1.04145,0.91247,0.87718,0.92122,0.65571,1.14694,0.72587,1.20556,0.0063964,0.0063964,0.0063964
366,6248.25,0.88502,0.63988,1.03905,0.89747,0.89081,0.92017,0.65906,1.15234,0.71857,1.20659,0.0063865,0.0063865,0.0063865
