epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,6263.82,0.87333,0.63701,1.02958,0.90329,0.88566,0.92006,0.66009,1.15364,0.71232,1.20422,0.0063766,0.0063766,0.0063766
368,6279.64,0.87148,0.63333,1.0357,0.90739,0.87714,0.92125,0.66254,1.14051,0.69441,1.20014,0.0063667,0.0063667,0.0063667
369,6295.23,0.87848,0.64649,1.03842,0.88829,0.90075,0.92098,0.66107,1.13569,0.70613,1.19787,0.0063568,0.0063568,0.0063568
370,6310.75,0.87696,0.63634,1.04045,0.91654,0.87252,0.91846,0.66119,1.15124,0.72399,1.20825,0.0063469,0.0063469,0.0063469
371,6326.32,0.87813,0.6339,1.0397,0.91492,0.87093,0.91867,0.66347,1.12395,0.73037,1.18814,0.006337,0.006337,0.006337
372,6341.89,0.88798,0.63115,1.04059,0.89504,0.892,0.92151,0.66747,1.12924,0.70959,1.18965,0.0063271,0.0063271,0.0063271
373,6357.65,0.87695,0.62411,1.03168,0.91168,0.86936,0.91658,0.65811,1.16744,0.71559,1.21541,0.0063172,0.0063172,0.0063172
374,6373.26,0.86921,0.63602,1.03475,0.90688,0.87677,0.91939,0.65958,1.16203,0.7114,1.21238,0.0063073,0.0063073,0.0063073
375,6388.94,0.8733,0.63072,1.03468,0.90847,0.87986,0.91856,0.65897,1.16596,0.70941,1.21886,0.0062974,0.0062974,0.0062974
376,6404.55,0.87517,0.62864,1.04162,0.90994,0.88785,0.92439,0.66485,1.14744,0.70442,1.20385,0.0062875,0.0062875,0.0062875
377,6420.08,0.86853,0.62495,1.03457,0.91089,0.89083,0.92316,0.66534,1.14304,0.68109,1.20509,0.0062776,0.0062776,0.0062776
378,6435.68,0.88054,0.63836,1.03155,0.90479,0.90689,0.92108,0.66047,1.16187,0.69631,1.21594,0.0062677,0.0062677,0.0062677
379,6451.44,0.87386,0.63201,1.04255,0.9164,0.90245,0.92318,0.66328,1.14944,0.68892,1.20788,0.0062578,0.0062578,0.0062578
380,6467.04,0.87494,0.63724,1.03865,0.91171,0.90943,0.92496,0.66508,1.14207,0.68546,1.19956,0.0062479,0.0062479,0.0062479
381,6482.65,0.8646,0.61994,1.02353,0.90922,0.91335,0.92562,0.66584,1.16012,0.67995,1.21465,0.006238,0.006238,0.006238
382,6498.21,0.86502,0.61731,1.02922,0.91465,0.91685,0.92701,0.66447,1.16274,0.67806,1.21195,0.0062281,0.0062281,0.0062281
383,6513.78,0.85668,0.60949,1.02661,0.90909,0.91057,0.92679,0.66277,1.15913,0.67104,1.21354,0.0062182,0.0062182,0.0062182
384,6529.58,0.86051,0.62416,1.02133,0.91801,0.90902,0.93039,0.66349,1.1696,0.67246,1.22058,0.0062083,0.0062083,0.0062083
385,6545.25,0.86743,0.6247,1.03167,0.91594,0.89842,0.92825,0.66641,1.16587,0.66702,1.22353,0.0061984,0.0061984,0.0061984
386,6560.9,0.87414,0.63618,1.03468,0.91326,0.89023,0.92179,0.66053,1.16155,0.69002,1.22095,0.0061885,0.0061885,0.0061885
387,6576.56,0.86193,0.61549,1.02547,0.91305,0.89186,0.92271,0.66181,1.15521,0.68651,1.21556,0.0061786,0.0061786,0.0061786
388,6592.13,0.87655,0.63233,1.03239,0.91601,0.89286,0.92614,0.67177,1.14775,0.67621,1.20533,0.0061687,0.0061687,0.0061687
389,6607.75,0.86067,0.62019,1.03252,0.91224,0.90115,0.92864,0.66968,1.1593,0.6973,1.21151,0.0061588,0.0061588,0.0061588
390,6623.6,0.85038,0.61991,1.02467,0.9243,0.88709,0.92695,0.66777,1.1615,0.6944,1.21153,0.0061489,0.0061489,0.0061489
391,6639.4,0.86559,0.61711,1.02461,0.91715,0.89179,0.92488,0.66129,1.17176,0.71524,1.22079,0.006139,0.006139,0.006139
392,6655.15,0.86648,0.62447,1.02552,0.9153,0.89638,0.92668,0.66607,1.16162,0.69181,1.21323,0.0061291,0.0061291,0.0061291
393,6670.84,0.86071,0.61507,1.02979,0.90965,0.90809,0.92728,0.66761,1.15794,0.68345,1.20808,0.0061192,0.0061192,0.0061192
394,6686.47,0.85861,0.61701,1.02635,0.91566,0.89361,0.92488,0.66751,1.16761,0.69152,1.21558,0.0061093,0.0061093,0.0061093
395,6702.24,0.87129,0.61792,1.03199,0.91621,0.89244,0.92249,0.66433,1.17737,0.69334,1.22692,0.0060994,0.0060994,0.0060994
396,6717.86,0.86343,0.62286,1.02074,0.91836,0.88183,0.92002,0.66379,1.18419,0.70446,1.23077,0.0060895,0.0060895,0.0060895
397,6733.47,0.83774,0.60085,1.01818,0.91723,0.88509,0.91946,0.66404,1.18039,0.69913,1.22528,0.0060796,0.0060796,0.0060796
398,6749.09,0.86662,0.62152,1.03135,0.91214,0.89818,0.92329,0.66831,1.16184,0.68222,1.20941,0.0060697,0.0060697,0.0060697
399,6764.66,0.86026,0.60502,1.02575,0.91902,0.89234,0.92233,0.66388,1.17304,0.69948,1.22431,0.0060598,0.0060598,0.0060598
400,6780.28,0.86198,0.62195,1.0342,0.92705,0.89446,0.92421,0.6659,1.16049,0.69842,1.21359,0.0060499,0.0060499,0.0060499
401,6796.09,0.85166,0.61556,1.02601,0.92466,0.89057,0.92634,0.67061,1.15387,0.70247,1.20595,0.00604,0.00604,0.00604
402,6811.75,0.85299,0.604,1.02737,0.92109,0.89781,0.92811,0.67161,1.14415,0.68885,1.20054,0.0060301,0.0060301,0.0060301
403,6827.4,0.85946,0.61396,1.02211,0.92073,0.90279,0.92986,0.67148,1.1451,0.66829,1.20031,0.0060202,0.0060202,0.0060202
404,6843.05,0.86296,0.61874,1.03378,0.92194,0.89923,0.92854,0.67102,1.14718,0.67226,1.2071,0.0060103,0.0060103,0.0060103
405,6858.63,0.86458,0.62398,1.02994,0.90386,0.90793,0.92791,0.66775,1.13828,0.67619,1.20048,0.0060004,0.0060004,0.0060004
406,6874.5,0.84253,0.5963,1.01923,0.91442,0.89315,0.92654,0.67004,1.14301,0.67872,1.19888,0.0059905,0.0059905,0.0059905
407,6890.13,0.86277,0.60255,1.01974,0.91775,0.88286,0.92371,0.66706,1.15502,0.68245,1.20897,0.0059806,0.0059806,0.0059806
408,6905.71,0.87128,0.61511,1.03285,0.92068,0.88097,0.92299,0.66795,1.14255,0.67586,1.20116,0.0059707,0.0059707,0.0059707
409,6921.46,0.86647,0.61654,1.02763,0.91827,0.88608,0.92096,0.66681,1.13941,0.67122,1.20319,0.0059608,0.0059608,0.0059608
410,6937.12,0.87292,0.62399,1.03364,0.92335,0.8808,0.91999,0.66392,1.13364,0.6776,1.19635,0.0059509,0.0059509,0.0059509
411,6953.02,0.87033,0.61906,1.03313,0.92464,0.88491,0.92206,0.66414,1.14806,0.67174,1.21055,0.005941,0.005941,0.005941
412,6968.61,0.85167,0.60289,1.02461,0.91943,0.8827,0.91675,0.65805,1.14967,0.67368,1.20953,0.0059311,0.0059311,0.0059311
413,6984.2,0.86264,0.62029,1.03123,0.9251,0.88264,0.92169,0.66023,1.14944,0.67342,1.21211,0.0059212,0.0059212,0.0059212
414,6999.88,0.86344,0.6204,1.02586,0.91774,0.88917,0.92309,0.6606,1.14255,0.6883,1.20186,0.0059113,0.0059113,0.0059113
415,7015.59,0.84118,0.60043,1.01611,0.9169,0.88096,0.92307,0.66283,1.14341,0.69244,1.20285,0.0059014,0.0059014,0.0059014
416,7031.38,0.86387,0.61484,1.0315,0.92228,0.88008,0.92549,0.66791,1.13931,0.6973,1.20054,0.0058915,0.0058915,0.0058915
417,7047.05,0.85301,0.60492,1.02581,0.91209,0.87942,0.92135,0.66794,1.13919,0.69816,1.19941,0.0058816,0.0058816,0.0058816
418,7062.8,0.84908,0.60148,1.01498,0.91248,0.87461,0.91944,0.66155,1.14377,0.69052,1.20563,0.0058717,0.0058717,0.0058717
419,7078.45,0.8376,0.60548,1.01104,0.91561,0.87568,0.91888,0.66526,1.14238,0.68282,1.20616,0.0058618,0.0058618,0.0058618
420,7094.26,0.83887,0.59751,1.02119,0.9141,0.88582,0.92138,0.66495,1.15426,0.71037,1.22063,0.0058519,0.0058519,0.0058519
421,7112.07,0.85608,0.60094,1.02485,0.91705,0.88979,0.92327,0.66772,1.14332,0.70738,1.20925,0.005842,0.005842,0.005842
422,7127.82,0.84328,0.60427,1.02314,0.91756,0.89024,0.9258,0.6751,1.12631,0.68031,1.19373,0.0058321,0.0058321,0.0058321
423,7144.95,0.84106,0.59683,1.01473,0.9142,0.88863,0.92433,0.66905,1.13275,0.69043,1.20139,0.0058222,0.0058222,0.0058222
424,7161.31,0.84664,0.60178,1.02086,0.91441,0.88488,0.92666,0.67095,1.13325,0.68892,1.1999,0.0058123,0.0058123,0.0058123
425,7179.62,0.84754,0.59834,1.02055,0.91551,0.88884,0.92486,0.66941,1.12096,0.68462,1.18921,0.0058024,0.0058024,0.0058024
426,7195.92,0.86292,0.61461,1.02418,0.92119,0.88691,0.92529,0.66593,1.1174,0.68413,1.18521,0.0057925,0.0057925,0.0057925
427,7214.48,0.84257,0.6014,1.0169,0.90468,0.89206,0.92474,0.67133,1.11097,0.67534,1.18143,0.0057826,0.0057826,0.0057826
428,7230.31,0.8316,0.59013,1.01675,0.91139,0.88094,0.92465,0.67169,1.11172,0.68277,1.1809,0.0057727,0.0057727,0.0057727
429,7245.86,0.84642,0.60687,1.02147,0.90122,0.8916,0.92447,0.6701,1.11784,0.68684,1.18289,0.0057628,0.0057628,0.0057628
430,7261.72,0.85116,0.5956,1.01981,0.89867,0.89302,0.9228,0.67002,1.12662,0.68956,1.18259,0.0057529,0.0057529,0.0057529
431,7278.05,0.84071,0.59556,1.01858,0.901,0.89139,0.92174,0.6689,1.12728,0.691,1.1816,0.005743,0.005743,0.005743
432,7294.3,0.84116,0.59557,1.01375,0.90172,0.89124,0.92187,0.6666,1.13388,0.69453,1.18576,0.0057331,0.0057331,0.0057331
433,7309.87,0.82992,0.6004,1.01148,0.90128,0.8929,0.92228,0.66618,1.14456,0.69902,1.19366,0.0057232,0.0057232,0.0057232
434,7326.4,0.83876,0.60143,1.01744,0.90286,0.89398,0.92427,0.67111,1.14175,0.67622,1.18909,0.0057133,0.0057133,0.0057133
435,7342.11,0.84339,0.59086,1.01539,0.91383,0.88351,0.92598,0.67088,1.14517,0.66391,1.19252,0.0057034,0.0057034,0.0057034
436,7358.67,0.8398,0.59452,1.02422,0.90598,0.8927,0.92405,0.67156,1.14469,0.66224,1.19495,0.0056935,0.0056935,0.0056935
437,7374.25,0.83081,0.59342,1.01461,0.91013,0.89321,0.92441,0.6714,1.14784,0.67577,1.1992,0.0056836,0.0056836,0.0056836
438,7391.86,0.82951,0.58775,1.01579,0.91366,0.88563,0.92249,0.67178,1.15072,0.67264,1.20464,0.0056737,0.0056737,0.0056737
439,7408.8,0.8299,0.5915,1.01668,0.91339,0.88339,0.92271,0.67073,1.14854,0.66854,1.20297,0.0056638,0.0056638,0.0056638
440,7424.45,0.8262,0.58236,1.00709,0.91444,0.88556,0.92436,0.67169,1.14585,0.66967,1.19977,0.0056539,0.0056539,0.0056539
441,7440.94,0.83423,0.59522,1.01829,0.91285,0.88981,0.92441,0.67464,1.14773,0.67474,1.20207,0.005644,0.005644,0.005644
442,7456.53,0.82753,0.59257,1.01106,0.9013,0.90215,0.92375,0.6719,1.14742,0.67728,1.20658,0.0056341,0.0056341,0.0056341
443,7473.19,0.82185,0.58361,1.01134,0.90671,0.89574,0.92361,0.67366,1.1414,0.67384,1.20253,0.0056242,0.0056242,0.0056242
444,7488.8,0.82843,0.58219,1.01371,0.8989,0.90176,0.92076,0.67337,1.13855,0.67219,1.20067,0.0056143,0.0056143,0.0056143
445,7505.28,0.84098,0.59703,1.02334,0.90265,0.89722,0.9195,0.67229,1.14331,0.68901,1.20376,0.0056044,0.0056044,0.0056044
446,7520.9,0.83145,0.59282,1.00971,0.89569,0.90168,0.91825,0.6736,1.14089,0.69431,1.20236,0.0055945,0.0055945,0.0055945
447,7536.49,0.83095,0.58484,1.01652,0.90307,0.89174,0.91943,0.672,1.14048,0.69842,1.20277,0.0055846,0.0055846,0.0055846
448,7553.15,0.83407,0.59093,1.01633,0.90178,0.89666,0.91821,0.67174,1.14169,0.70267,1.20313,0.0055747,0.0055747,0.0055747
449,7569.15,0.83487,0.59375,1.01262,0.90621,0.90047,0.92223,0.66959,1.13858,0.70615,1.20352,0.0055648,0.0055648,0.0055648
450,7586.84,0.82192,0.57973,1.00935,0.90773,0.89781,0.9216,0.66822,1.13971,0.70425,1.20496,0.0055549,0.0055549,0.0055549
451,7602.91,0.82613,0.58778,1.01379,0.91021,0.89097,0.92218,0.6674,1.14374,0.70125,1.20689,0.005545,0.005545,0.005545
452,7619.33,0.82015,0.57802,1.01153,0.8958,0.90915,0.92273,0.66941,1.13716,0.68872,1.20243,0.0055351,0.0055351,0.0055351
453,7635.09,0.83288,0.59249,1.01515,0.90821,0.89447,0.92207,0.66905,1.13483,0.68739,1.20199,0.0055252,0.0055252,0.0055252
454,7652.17,0.81965,0.59191,1.01012,0.89886,0.89891,0.91885,0.66945,1.13585,0.6899,1.20267,0.0055153,0.0055153,0.0055153
